passenger1Id,passenger2Id,numberOfFlightsTogether
6064,4412,6
3120,6817,5
6817,6814,5
6844,1884,4
2717,6824,4
2717,950,4
1619,4481,5
1619,2294,4
2734,6830,4
5798,4607,4
4412,3576,7
6814,324,4
5500,6408,4
6864,5771,4
3576,5977,4
6866,6049,4
6866,5966,4
6870,5724,4
6827,5954,4
6896,6008,4
6896,6096,4
6897,6096,4
6008,5706,5
4092,10548,6
6529,1342,5
7874,4743,4
10644,1342,4
10822,5505,4
4744,13394,4
1266,4598,4
568,510,4
4674,4611,5
4643,4668,4
4955,5113,4
8368,7271,4
2458,11225,4
1079,4816,4
9421,6286,4
163,1311,4
10743,332,4
6554,7593,4
5377,7593,4
7061,7034,4
993,1734,4
1351,910,6
7560,8724,4
6622,4451,4
8260,8720,4
9404,9495,4
6924,10022,4
1963,5808,4
4314,2137,4
4217,2260,4
12516,12590,4
1458,2767,5
5434,6004,4
5434,3920,4
6004,4552,4
5367,4914,4
1826,2848,5
2403,5467,4
1651,4295,4
4609,1572,4
4593,4551,4
4295,1476,4
6093,3029,5
4433,10601,4
6656,8995,4
4911,1853,4
2761,2774,4
4620,588,4
2717,12497,4
9507,3773,4
3999,344,4
7682,10764,4
2000,1240,4
7560,4124,4
8574,10714,4
10719,8353,6
10767,8353,4
4070,10714,4
8353,10234,4
12891,11957,5
12883,12862,5
5787,1250,4
6052,8068,6
5766,6418,5
8073,6100,5
3177,6020,5
1613,732,4
6020,8089,4
6100,5426,5
6100,732,5
2274,13647,4
13683,13620,4
670,601,4
5692,1509,4
739,3438,4
6950,5800,4
4916,7442,4
13714,13746,4
13795,13788,4
15188,4711,4
1242,15126,4
1263,1822,4
1386,4056,5
5667,5699,4
4497,625,4
1940,7082,5
7820,5509,5
5509,7082,5
9006,9097,4
5043,848,4
7592,7511,4
7661,4483,5
4171,288,4
5942,5109,4
9766,5518,4
4546,2074,4
8969,8914,4
6458,5009,4
8957,8928,4
5007,11954,4
13462,950,4
4061,4384,4
7227,9288,5
8411,12531,4
6437,1181,6
878,8245,4
3275,822,4
6059,420,4
4353,1507,4
14767,14712,4
5423,4431,4
7740,3919,4
7866,6097,4
4072,3093,4
8226,8300,4
1329,7082,4
4614,6086,4
9954,5714,4
1573,391,5
1337,1464,11
8427,11450,4
9620,1333,6
11680,4978,4
9441,9063,6
2134,2271,7
993,611,4
5046,10512,4
611,4927,5
10175,4217,4
3587,135,4
3648,2405,5
2924,126,4
941,1321,4
2458,126,5
2407,2325,5
2427,2928,5
2427,972,5
2427,1330,5
126,3678,5
2293,1384,4
2965,2273,4
3571,3547,6
3571,3586,4
2279,3510,4
3603,3509,4
9410,10368,4
3760,6805,4
7810,9466,5
9874,5668,4
8381,8775,6
7834,4210,5
12586,12389,5
9941,873,4
10250,6032,4
7268,4223,4
1949,1977,4
1991,1933,4
1970,1957,4
1994,1975,4
7520,4275,8
11449,11438,4
3894,11438,4
743,795,5
714,754,5
730,778,5
1941,1917,4
1945,1937,4
710,753,5
766,747,5
791,785,5
869,803,4
5481,10531,4
5873,8004,4
2185,6541,4
2185,4494,4
11906,11407,4
11972,11954,4
9828,6013,6
1276,4494,7
11919,11275,4
5459,7349,6
3677,1246,8
9513,2097,4
2718,2097,6
7737,4802,4
9770,2970,5
9294,3534,4
11285,3309,5
5711,3534,4
9829,4462,4
8445,8444,5
3464,3467,4
3529,2233,4
5677,5643,4
3928,4440,5
3421,2527,6
839,11698,5
4337,7098,5
4217,7076,6
10509,1431,4
10819,2544,4
2532,4364,6
10432,8398,6
9002,9037,4
5260,6956,4
7600,8546,4
290,6956,4
10900,10818,4
4254,1635,4
1641,6547,5
5027,7645,6
5575,8445,4
1016,8514,4
2043,5122,4
1327,1375,4
1388,1393,4
3093,199,4
3587,338,4
3587,3493,4
670,1528,4
1575,3944,4
5952,2869,4
1858,1607,8
7279,7253,5
9532,5094,5
2776,8007,4
5928,5916,4
5710,5752,4
5719,5747,4
5792,5703,5
11128,11190,4
11114,11194,4
11120,11106,4
11198,11140,5
7725,9472,5
4645,4940,5
13240,13822,4
8529,11834,6
7387,3957,4
10454,138,4
2292,10181,4
5774,5798,4
11175,11114,4
11163,11193,4
11161,11142,4
11194,11145,4
11136,11111,4
11119,11102,5
851,848,5
839,849,4
5194,5178,4
4254,4222,4
4230,4281,4
4215,4281,4
229,5026,4
1677,3858,4
6747,1691,4
8297,1598,4
3025,2518,4
11041,11070,4
10327,6084,5
10329,8517,4
2760,2501,5
2783,1484,7
407,1818,7
3152,1464,4
1138,1155,4
12160,12068,4
4483,3180,10
3666,1947,5
11483,10858,5
4129,1947,6
13232,8434,4
7321,13669,6
8091,363,4
8751,5919,5
1122,5278,6
7118,1947,4
2575,1800,4
6283,687,5
4000,53,5
10327,8411,4
10396,8411,4
10396,10315,5
10371,10325,5
8441,10349,4
5789,6020,4
8190,4249,7
7605,1208,8
7605,4249,8
6813,6084,6
4627,4670,4
5277,3554,4
8353,7837,6
2054,6471,6
1684,1617,4
10377,10334,5
1243,1503,5
3662,4148,5
3959,364,4
9030,9009,4
1095,5564,4
1095,292,5
494,467,4
2018,4121,4
2723,4719,6
4734,6951,5
3329,3749,4
7110,7550,6
883,813,4
6912,4536,4
10267,11290,6
368,1178,4
917,11322,4
5690,12452,4
3823,5811,4
4082,3546,5
7508,6915,5
2379,2345,4
13695,13680,6
12204,13680,4
9237,9252,5
9237,9223,5
4820,8260,6
4820,2345,6
2231,174,5
1849,8729,5
5522,8260,6
10719,10780,4
10798,10720,4
2024,3002,6
10714,10706,4
61,9645,5
3247,3290,4
10702,10726,4
10483,10412,6
10412,10440,5
10407,10439,8
9742,9968,5
3956,3178,4
3178,6658,5
2608,3901,4
2655,1581,4
4370,4383,4
10480,10433,4
9586,9763,4
4761,202,4
8230,8232,5
5583,1955,4
439,4379,4
8517,5867,4
283,8593,4
8202,8290,4
1484,5746,4
5876,2926,4
4552,1389,4
9466,10334,4
4022,4057,5
4022,4061,4
3837,1321,5
352,8912,5
6120,10492,4
10453,10356,4
2957,6706,4
10564,10566,4
10595,10551,4
2554,2699,5
3924,331,4
2434,2418,4
2425,2406,4
2992,375,4
4389,846,4
9384,9382,4
695,4664,4
8024,3077,7
5571,7532,6
2472,2470,4
719,1002,4
1043,1053,5
1095,1053,9
1073,362,4
374,1025,4
1025,749,6
746,1056,6
1007,1056,6
360,1038,4
5481,8474,4
6575,9992,4
4450,13295,4
867,827,4
5143,5145,4
852,1025,5
852,823,6
5116,878,5
13781,12600,6
9234,13553,4
628,12486,5
13623,3380,4
2100,4473,4
2516,6160,6
5869,2811,4
6507,6127,4
3961,3940,5
4973,10205,4
13564,13221,8
13284,1591,5
7194,8057,6
9994,5101,5
42,9101,5
7555,10067,6
6293,3319,4
13296,7099,6
712,11572,4
516,1111,4
11855,11883,5
8446,5111,4
6293,712,4
1769,5111,5
8556,9101,8
3716,4319,4
4091,3135,4
2435,5122,4
774,1971,4
2185,2129,4
2107,2162,4
2107,2129,4
2116,2124,4
2116,2131,4
3119,2182,4
2168,2130,4
2163,2115,4
5002,5041,7
5478,5436,4
5478,5483,4
928,5500,5
4016,5459,4
2941,5431,5
2511,4013,5
5498,5459,4
5498,5483,4
4083,1464,7
5459,5468,4
1314,930,8
4364,4059,6
4395,2939,12
5420,5421,4
4025,1482,5
5438,5404,6
4194,1933,5
9969,9996,4
10037,4217,4
371,5530,7
557,4580,4
10023,888,5
7809,5031,4
5209,4689,6
5209,728,4
5530,8424,4
6522,1404,4
2532,8912,5
7098,10016,4
7098,6053,4
4318,1378,4
8266,10083,4
8424,4336,4
9970,9987,4
4010,4689,4
10569,12358,5
821,816,5
854,869,4
816,856,5
7726,7792,5
8338,7363,4
7342,8326,4
1982,10052,4
1982,5096,8
3409,7469,4
14701,14716,4
14071,9688,4
14705,14702,4
2185,3235,4
699,260,4
2225,2241,6
991,3963,4
9052,4281,4
2012,5375,4
7917,2713,5
7395,3977,4
1151,11198,6
1151,8258,4
2778,6335,4
5171,1723,4
11003,9287,5
3926,6630,5
1693,2521,4
1693,415,4
205,1645,5
490,299,5
215,610,7
1283,1242,5
9761,9997,7
3512,3596,4
2391,1449,5
1863,9596,4
5881,1972,4
3348,3220,4
10972,8258,4
1775,8258,4
2568,688,4
9498,7696,4
8846,10145,4
9363,8566,6
6263,4841,4
83,80,4
9648,9619,5
9634,8824,4
9664,5652,4
4076,4329,4
9610,9656,4
622,9602,4
622,673,5
1005,2561,5
625,271,4
3184,1677,5
2446,119,5
11400,10089,4
4827,8684,6
10550,4404,5
350,763,5
10652,8243,4
8909,11416,4
6332,9159,4
10631,4711,4
2177,2176,4
8271,4711,5
11537,9600,4
10478,2653,4
2857,2906,9
994,2939,4
11370,11359,4
13178,13124,4
13822,13887,4
13896,13862,4
14025,14076,4
14039,14022,6
3191,8917,5
2937,4541,4
9212,9362,4
10900,7162,6
11863,4814,4
7278,9496,4
7316,7350,4
6004,6092,6
1244,3367,5
9386,8562,4
3889,8674,5
3889,12841,5
13753,13788,5
6063,6096,7
3940,1819,4
4911,1464,5
4453,1966,4
3642,700,4
1012,3911,5
1012,4850,4
1375,1616,5
2199,3114,4
3461,760,4
12340,6701,4
7007,12430,4
5993,5761,5
6898,6869,6
6898,1817,4
6898,6897,7
6898,6889,6
4373,6885,4
6844,6039,4
1619,6847,4
6869,5744,4
4412,5977,4
4412,6824,4
6814,5443,4
5500,5720,4
6864,6829,5
5724,950,5
5771,6848,4
5734,6836,4
5440,5720,4
5954,6896,4
324,6469,5
6897,6008,4
6096,6874,4
6529,9057,4
521,534,4
8132,10398,4
8132,7508,4
12586,12574,4
7508,5054,4
12582,2861,4
12248,11717,4
4614,4668,4
13549,13594,5
10270,10227,4
10097,4816,4
7772,11067,4
7772,7983,4
6114,11067,4
7510,8368,4
5238,5044,4
10757,2702,6
1692,4646,5
11171,10749,5
11171,6865,5
12371,10749,4
11577,9512,4
7043,7038,4
9300,1158,4
14044,8400,5
7598,7584,6
4084,4377,5
4106,2754,4
6857,9066,5
4223,6723,4
5865,2111,4
3517,3655,5
2404,2268,4
6749,844,5
3039,3063,4
2773,4700,5
3940,4609,4
3492,6092,4
1662,5450,4
2403,4212,4
1692,1643,5
5025,3937,4
4903,5450,4
2560,6092,4
3332,3360,5
431,4190,4
3177,8403,6
6773,4627,6
3105,4627,4
4218,4206,4
8263,3380,4
1099,210,4
4945,9951,5
11876,6464,4
5021,10716,4
8030,4451,4
8163,5277,4
4070,10702,4
4451,8406,4
6810,5596,4
6810,8402,4
6294,6876,5
5590,4395,4
8037,5668,4
7656,6824,4
1830,4611,4
3477,3411,4
3447,3155,4
3493,3402,4
3493,3444,4
7430,7487,4
7431,7485,4
4490,1824,4
12250,5956,4
629,687,4
1085,8315,5
8132,5442,4
3898,441,4
7618,8297,4
2857,7629,4
7872,7602,5
3735,6745,4
1635,4035,4
4249,6745,4
6786,2926,4
7868,3330,5
9010,9035,4
3273,4237,4
7209,8979,4
816,3468,4
1207,1295,4
7396,8072,4
6050,9243,4
7162,9786,4
9793,4541,4
939,5692,4
8599,2430,4
8957,8936,4
4022,4169,4
4071,2769,5
3093,796,4
4476,7862,4
3349,2389,4
7761,548,4
4340,4071,4
4084,4321,4
10909,2243,4
1315,1837,4
2972,1377,5
1396,5944,4
172,129,4
190,2082,4
1508,2685,4
690,9271,5
1133,1449,4
3279,694,4
7195,7104,4
9376,10819,4
12828,12834,4
8269,8222,4
5762,5715,5
2185,11784,4
1067,2310,4
10465,3921,5
391,360,5
1337,8427,5
9324,360,5
9620,11649,4
2941,4272,4
10190,6409,4
45,5955,5
12526,12557,5
3654,3675,6
2212,3589,8
2935,2295,4
3648,3635,5
2924,3675,4
2458,3698,4
3698,2405,5
2427,2467,7
2273,3536,4
2467,920,4
2222,1384,4
4283,1917,7
7505,3253,4
92,8363,4
9410,7813,4
6805,3741,5
7810,8048,6
3741,5668,4
13174,2472,5
5910,2204,5
3875,9466,4
1753,3615,4
3296,689,4
12255,9601,4
6095,9302,4
5312,5379,4
5812,7986,4
6783,1246,7
1960,1967,4
2076,2811,4
3233,6946,4
2811,6583,5
3558,8045,6
778,704,5
755,716,8
1904,1933,4
780,732,5
792,762,7
778,755,5
761,734,5
746,747,5
737,773,5
869,4490,4
2239,4360,4
9383,11466,4
11972,6783,5
288,1927,6
8511,11930,5
11954,4802,4
7507,5734,4
11474,10612,4
9752,1927,6
8579,8595,5
11478,11939,4
5734,2097,5
4125,584,4
2276,10104,4
391,4593,6
3618,5611,5
5935,5953,5
7597,394,5
2611,9617,4
5314,5953,4
4293,10661,5
258,2544,7
8006,6180,5
4584,237,5
4584,863,6
1041,8194,5
237,4364,5
9758,1413,4
241,2489,6
7747,6113,8
8614,8112,4
8112,3536,4
10887,10809,4
10889,10875,4
1078,1641,5
7301,3789,4
8644,11855,4
10796,2765,5
3658,9707,4
1310,1337,5
226,2586,5
6981,6956,4
6993,6962,5
6908,6951,5
1401,7253,4
3820,2433,4
7662,7872,8
1321,1342,7
11200,11114,4
11109,11129,4
11199,11136,4
11120,11150,4
11120,11180,5
11129,11122,4
4796,9826,4
4058,4636,4
1972,8400,6
905,5319,4
13911,13943,6
13848,18,6
6220,2500,4
3601,10548,4
8180,11515,5
11176,11106,4
11136,11143,4
11111,11193,4
894,812,5
839,3794,4
804,819,5
5125,5144,4
4239,4248,4
5048,5066,6
5358,4556,5
4245,4217,6
4224,3858,4
857,3436,4
2266,7886,4
1291,5375,4
12940,12929,4
8376,12918,4
8329,4503,4
7135,7103,5
9586,9963,4
5232,9166,4
11027,11060,5
6515,11056,4
1403,11017,4
9231,3937,4
1677,3975,4
6084,525,4
11662,9465,4
8747,2250,4
2717,2734,7
2501,2750,5
1484,1432,5
414,435,5
13215,4746,4
13862,8563,5
12152,2379,4
3461,5136,4
5514,5576,4
7684,1122,4
2401,1903,4
3370,4038,4
3370,1918,4
2262,8964,5
7811,8782,4
6831,848,4
6310,7899,4
7696,4000,4
7696,53,4
5482,4249,7
6813,5989,4
6418,4249,4
6084,2939,5
10740,5489,4
5072,10525,5
8078,3483,4
9369,5653,6
6991,4193,4
3041,3043,5
7810,398,5
9069,9014,4
6486,6205,4
6205,855,4
7001,2723,6
2392,4178,4
4178,3180,4
3329,763,4
5100,5905,5
8703,7392,4
469,468,4
9238,1482,6
3880,11530,4
2332,2390,4
7543,3293,4
7543,7563,5
5015,813,4
43,4803,4
8084,5690,6
10016,4200,5
11844,6056,4
9649,682,4
10357,11542,4
2604,5332,5
12204,10858,4
8228,8887,4
10779,2945,4
2354,10770,4
4202,6729,6
10744,10742,4
9066,3064,5
2012,2345,6
4034,10731,4
10412,10424,4
10407,10417,5
2968,2969,7
1247,1542,6
3466,7948,5
10050,9742,4
11214,11205,4
7904,7629,4
3820,7924,5
3820,12549,4
2681,1569,4
2655,1269,6
10484,10498,4
4761,1158,9
605,4862,4
2207,2282,6
6565,756,4
8280,4862,4
3286,8961,4
3418,2068,4
10313,6707,5
2857,4249,8
6805,3590,5
6707,3590,8
4850,2926,4
4069,4090,7
9336,7139,4
2982,4294,4
4897,9991,4
8877,9380,4
320,385,4
7327,5882,4
2957,7002,4
545,7995,4
14707,14713,4
7643,8196,4
8196,7593,7
309,305,5
364,324,6
14646,14657,4
4474,4423,4
3524,2299,4
9384,9367,4
1169,8241,4
9400,9382,4
8121,7636,4
9958,9351,4
147,9245,5
2415,2402,4
1021,781,5
1057,761,4
8130,8094,4
2832,2868,4
2256,5319,5
10289,2068,4
13414,13899,4
12785,12780,5
811,827,4
8990,4335,4
7987,4463,4
3880,13731,7
13623,12126,5
5380,12841,6
5873,8257,4
12392,9824,4
7200,3992,5
2489,10308,4
11376,12173,6
11211,183,4
11211,13221,5
5007,2964,5
2994,1591,4
5754,7060,6
13564,42,5
2807,5101,4
183,8057,5
8446,13163,4
2548,1769,5
6293,1769,5
13163,13571,4
9786,9775,5
4973,2092,4
7661,2964,5
1591,4957,5
3321,4400,4
56,2074,5
2134,2114,4
2168,2190,4
139,3615,6
5053,4641,4
2941,4053,5
2511,4083,5
2511,5471,4
2511,4017,5
5410,5481,4
5463,5448,5
5435,5471,6
5435,5458,7
4083,2959,5
5459,1337,4
5468,5438,4
407,5440,5
2867,4339,5
5481,5440,10
2789,5466,5
4053,5484,5
352,4786,5
4717,4779,4
10037,10394,4
371,1041,6
371,8424,4
557,4010,4
7809,2532,4
4823,736,4
5031,2532,4
5031,7076,4
400,888,4
5132,210,4
9659,2514,4
8424,7679,4
8912,3432,4
4247,2545,4
3465,10365,4
2504,6027,4
821,871,4
7800,7790,5
8386,8394,4
1649,7469,4
12298,1526,4
10525,7469,4
14751,14779,4
14728,14770,4
2254,2214,4
2228,2213,4
2257,2217,4
1734,3471,4
8686,83,5
1169,3124,5
8121,11868,4
10123,3191,4
11610,7187,6
10731,4781,4
3680,10802,4
8091,2251,4
11366,10991,4
7643,8960,4
2975,1715,4
4593,3295,6
11853,1534,5
8664,2251,4
952,10753,4
5710,10559,4
9640,9665,6
10344,9957,4
1263,1288,4
9828,4467,4
288,2581,4
9795,9997,4
2701,5957,4
783,4467,5
3512,3599,5
3592,3516,4
7402,2513,4
7744,8025,5
12810,10989,4
761,2930,4
8323,4147,4
226,9864,4
10046,8552,4
882,569,4
8803,2441,4
8078,8014,5
7429,3532,4
9676,9649,4
3439,5683,4
9610,9640,5
5572,300,4
9620,9601,5
9672,4852,5
9601,9656,4
3173,1668,4
3149,271,6
5910,5954,4
3436,772,5
7539,4955,4
11532,10940,4
10940,10910,4
8267,9146,4
5934,5907,5
1866,3105,4
2446,3609,4
165,2486,4
3653,2465,4
2457,3615,4
2164,2180,4
7881,1860,5
2054,10022,5
7656,6256,5
10022,10018,4
7335,9500,4
486,2851,5
8981,3298,5
12057,8988,5
5925,3298,4
12135,12157,4
10023,10652,5
12061,11353,4
12061,11583,4
9821,10264,4
6148,11290,5
10794,10746,4
11422,5958,4
901,975,8
1367,913,4
4346,4387,6
2857,4088,6
613,3615,4
2262,2378,7
14067,14048,4
14039,14008,6
8908,8915,4
3588,9540,4
2234,8234,6
4774,11834,6
5069,4137,4
10798,2861,5
3863,8023,5
6052,6020,5
6009,6079,4
3151,1053,5
7747,1505,5
1383,8659,4
12600,10685,4
13734,11450,4
1444,3991,5
6060,10424,4
8644,11296,6
5996,5708,4
3182,286,4
3490,3440,5
3167,281,4
2152,263,5
12578,5438,4
2993,4674,4
6833,6016,4
6880,1865,4
6064,6853,5
6064,4607,6
6075,5788,4
6075,6817,4
5494,6884,5
4373,6071,4
438,4969,4
6047,5491,6
2717,6853,4
6071,6854,4
5798,2759,4
5481,477,6
6864,5491,5
4481,324,5
5443,6885,4
6848,6874,5
6529,9777,4
11336,4597,4
4614,4618,4
4680,4657,4
4686,4615,4
9991,10458,7
4685,4661,4
9188,10515,5
3178,10238,5
4675,5748,5
10757,517,8
1982,7043,4
4945,3998,5
5403,1020,5
7726,10479,4
1410,8830,4
6554,5377,5
6188,5691,4
6857,7898,5
4451,1818,5
1434,3187,4
1982,844,4
652,5076,4
2075,53,7
3682,2406,5
3539,2072,4
2793,2792,5
4950,4628,4
4205,2403,4
4258,6027,4
2509,1643,4
1586,1617,4
5025,2848,4
5025,6092,4
4914,4552,5
3287,3197,4
5942,9755,7
11522,11565,4
6741,10306,4
4433,8995,4
1381,2786,4
2938,2957,4
1254,5596,4
6342,4580,4
3912,2686,4
4880,4884,4
5021,7844,5
10714,8353,4
5438,1032,4
11018,8961,5
451,5911,4
6447,4395,4
662,10252,4
13669,13671,4
409,442,6
2105,3463,4
696,641,4
3451,3444,4
3413,3493,4
3195,3172,4
7431,7424,4
5958,10357,4
15146,15176,4
15188,15126,5
348,7506,5
7636,1956,4
3968,9687,4
8189,5569,4
5624,5668,5
663,6745,4
8158,3169,4
901,3590,6
7601,1432,5
5509,441,4
7872,441,5
1208,6796,5
917,343,4
9006,9027,4
4745,2002,4
1191,3612,4
1837,1332,6
1721,4706,4
9309,10493,4
7209,4611,4
6668,419,4
8237,4401,4
135,8563,4
1673,1319,4
7273,1595,4
8420,343,4
1308,6550,4
8999,8944,5
8948,8957,4
8956,8963,4
8968,8960,5
3997,363,4
6294,13407,4
8792,8722,4
4359,4331,5
1981,2125,4
2125,12244,4
2243,6923,4
1332,3046,4
9362,1779,4
670,7392,4
106,101,4
4227,11224,5
11376,10432,4
5260,917,4
137,917,4
8904,1560,4
10640,4353,4
9525,2599,4
10277,3545,4
12747,12797,4
408,420,4
9356,9598,4
8050,1828,4
4056,4543,4
8290,167,4
8867,1321,4
4215,4266,5
14797,14746,4
14797,14720,5
8238,8236,4
8353,3503,7
3278,7770,4
11686,11649,4
4514,4707,7
1029,9620,5
1561,10190,4
45,8901,4
611,1470,4
4272,3977,4
3654,2255,4
1343,2458,5
1387,3639,4
1387,3675,4
2325,130,6
3589,126,4
3681,3620,5
3540,2951,5
3153,9101,4
3802,5372,6
3802,3278,4
6750,3278,7
6805,10107,5
3278,9441,4
5910,13560,5
12570,3615,4
6903,3702,4
726,6616,4
1829,11527,4
8036,9152,5
12284,9599,4
10812,7995,5
3255,564,5
1923,1971,4
1974,1960,4
1914,1993,6
2859,11057,4
10658,3807,4
10938,5549,5
3885,3894,4
771,751,8
761,716,9
5397,5306,4
1986,1971,4
1917,1904,4
750,766,5
731,737,5
704,747,5
733,774,5
3405,4919,4
6974,5073,4
1343,8444,4
11919,4802,5
288,7801,4
6783,1927,6
2196,8579,4
3531,5299,4
1164,4707,4
8539,10009,4
2171,3720,4
11285,435,6
3529,3553,6
489,447,4
4640,4643,5
8223,8247,4
4764,4854,4
3292,7606,5
3855,3898,6
4035,4550,6
9703,7253,4
10536,258,5
1490,3223,4
3223,9777,4
2117,728,5
863,241,5
241,3432,6
9777,10497,5
11590,8579,4
7520,4784,4
5328,8273,4
3442,9053,5
8596,4613,4
7996,6896,4
10841,10814,4
1078,7220,4
5792,10473,5
11101,11143,8
5993,5909,4
2886,3093,8
5911,5953,4
5704,5786,4
1077,1219,4
402,2068,4
1219,1545,4
2691,2664,4
397,1258,4
6937,6911,4
5738,5792,6
432,5067,4
4627,8093,7
7726,7278,4
5702,5769,4
11101,11175,4
11101,11145,4
11109,11138,4
11183,11124,4
11122,11139,4
11131,11145,4
11178,11194,4
11119,11169,4
4796,7725,4
2206,3515,5
4420,7660,4
10808,8015,5
7846,1482,4
7327,10858,5
13682,9031,4
919,8025,4
952,8180,5
7552,3957,4
5711,5737,4
11165,11103,4
11163,11180,4
11131,11187,4
11121,11194,4
3065,8025,5
895,812,4
894,850,4
801,812,4
881,849,4
868,805,4
4254,4282,4
4223,4249,4
4283,4271,4
4287,4610,4
4297,3858,4
9963,9912,4
9957,9513,4
9924,9926,6
9980,9913,4
9412,9421,5
9848,9808,4
10463,10953,6
10440,10442,5
2497,3657,4
1573,3970,7
8363,5207,4
2760,3041,4
1406,2784,5
2725,435,4
1484,1818,7
1900,2869,4
2537,358,5
1126,1119,4
5959,5919,5
3302,772,4
10397,1677,4
5509,1635,6
10394,6084,4
8961,10373,4
8585,5072,4
532,10167,5
9077,5246,4
5619,5680,4
6112,2678,4
5740,4178,4
1050,4139,4
9696,13694,4
281,13663,4
5511,3462,4
6293,1413,4
2363,2345,4
7110,7433,4
853,3849,4
9676,6080,4
9376,10572,4
11782,7585,4
8529,636,4
8095,86,4
8017,7462,4
1272,13277,4
13651,5332,5
4153,4135,4
12434,12070,4
3230,3205,4
9274,9216,4
10718,10705,4
4820,7898,7
10772,10799,4
1849,9645,6
3618,1715,6
10762,10791,6
2024,10791,4
4451,148,5
10788,10702,4
3064,10785,5
334,3967,4
3204,3279,4
3279,3226,5
10776,10727,4
10482,10483,4
10468,10469,4
3924,3913,9
3929,3932,4
4347,4350,4
4318,4398,4
10427,10446,4
3905,8557,4
7508,3172,4
393,7713,4
4484,272,4
6447,7768,4
3093,6100,4
7373,10271,4
376,395,5
366,364,8
328,381,5
2992,2906,4
7643,13637,5
14626,14629,4
9700,4391,4
11571,7593,7
315,382,5
382,395,5
2667,2567,4
4407,4429,4
1673,255,4
4405,4496,4
2464,2441,5
2500,2406,4
2992,507,4
9342,9340,5
9333,9537,5
9993,9958,4
4475,4401,4
2469,2404,4
2440,2474,4
2486,2480,4
366,704,4
1043,313,7
309,712,4
1001,752,6
334,1038,7
1031,760,4
760,354,4
305,1035,4
7774,7580,5
3609,3357,4
49,7624,4
7502,12401,4
891,897,4
891,806,4
3380,12497,5
3549,13900,4
13731,7118,4
12126,9505,5
5959,5759,5
163,8705,4
11853,11885,6
5201,12323,7
3238,798,7
5007,5212,5
10938,9540,4
7194,13218,4
2548,7114,6
2112,7555,5
11587,12323,5
1591,6293,5
118,169,5
4400,3343,4
2160,2163,4
2185,2162,4
2134,2107,5
2107,2137,5
2179,2115,4
2120,2131,4
5478,5439,4
5478,2969,5
2941,975,7
5410,5416,4
5435,5404,6
5406,915,4
5414,5439,6
4364,1696,7
5402,5467,5
5458,5438,6
5466,4395,4
4009,1464,7
5467,1818,5
5471,5496,4
5495,1696,5
4194,2032,5
5289,5278,4
4742,4981,4
1246,3615,5
2702,2745,5
10037,4010,6
1138,4823,4
4584,6053,4
4188,4337,4
2138,11201,5
6548,2514,5
4121,4689,4
7677,4364,4
7677,6024,4
4364,2503,4
10083,7706,4
3275,5696,4
4689,6024,4
3526,3507,4
6902,10141,4
1555,3332,6
2427,3121,4
11870,4868,4
14225,14260,4
7800,7784,4
7766,7726,4
7704,7785,4
7363,752,4
4270,5652,5
905,10043,4
12298,7469,5
6072,5963,4
14776,14728,4
14728,14741,4
11282,9688,4
2065,3078,8
2262,2264,4
9058,2123,4
6599,6573,4
1570,991,5
8692,8019,4
11418,2708,4
11808,1534,5
4287,1378,4
12373,8994,4
8664,13657,5
6415,11099,4
11198,5171,4
6527,6550,4
258,9403,4
10559,11198,4
10025,9684,4
275,427,5
2531,2568,4
1267,1283,4
9761,11272,4
3958,4650,4
4591,11272,4
783,1246,4
5690,3263,5
8956,9864,5
12115,12165,4
5998,12899,5
12850,12899,5
12886,12810,4
13251,13203,4
3989,2625,4
6054,6012,5
10145,9340,5
9676,9659,4
9624,9690,5
9624,6776,4
9634,9602,5
9690,9601,5
9613,9628,4
1982,9672,4
4076,4553,4
5359,9620,4
5683,4852,4
2594,2544,4
3149,638,4
9679,9628,5
5927,5944,4
5926,5905,4
979,4040,5
10024,1673,6
10015,4827,6
9369,3867,4
7335,9964,4
3924,3249,5
9049,3249,6
8981,8704,5
11014,1403,4
11090,795,4
11267,2869,4
9114,8988,4
11353,9890,4
11353,4090,5
998,10631,5
954,8961,5
12323,6963,4
901,930,5
1444,1369,4
2378,11046,7
13848,13870,4
1868,6402,4
3967,3962,4
10900,10350,5
7153,167,5
5069,1434,4
7326,7306,4
6073,6068,4
6064,6077,7
6089,6070,4
6007,6099,6
212,2534,5
4321,4046,7
8838,4611,5
855,2201,5
8827,9282,4
582,10685,4
11011,12587,5
4542,4551,5
932,2495,5
1863,11272,4
4911,6013,5
6468,9997,4
11296,620,6
2408,3454,4
609,3167,4
609,281,4
244,3198,5
3436,740,4
295,2183,5
10778,4133,4
5526,5568,4
969,222,4
6833,4674,4
6833,5500,4
6833,5724,4
6833,6832,5
6880,6047,4
6075,6469,4
6898,6063,5
6898,5769,4
4373,1817,5
438,6039,4
6844,4412,4
2734,6824,4
5798,6408,5
5798,324,5
4412,1817,4
6893,5443,4
6855,4481,4
6864,6827,5
4481,1817,5
6408,6896,4
6829,1817,4
5443,2294,7
5954,6830,4
6529,8714,4
1475,8714,6
12552,12563,4
8504,1186,4
1186,4785,4
4673,4675,4
4682,4655,4
9077,683,4
325,694,4
3080,4876,4
226,299,5
670,274,4
622,255,4
2054,4713,4
7005,5653,5
8368,9359,5
